id,gender,age,annual_income,spending_score,perf_shop_meth,member_level
16675,Male,69,90524.07,61,InStore,silver
16676,Male,80,35231.87,35,InStore,none
16677,Male,25,60739.37,64,InStore,none
16678,Male,28,24264.89,61,InStore,gold
16679,Genderqueer,34,60786.41,68,InStore,none
16680,Male,57,69395.62,43,Online,silver
16681,Male,52,73514.16,86,InStore,none
16682,Female,44,79547.47,59,InStore,silver
16683,Male,64,46842.02,67,InStore,silver
16684,Male,28,62471.8,37,Online,silver
16685,Female,70,85118,53,Online,silver
16686,Female,52,29818.85,39,InStore,none
16687,Female,35,91557.44,91,InStore,none
16688,Female,25,18016.17,48,InStore,none
16689,Female,51,71240,44,InStore,gold
16690,Female,55,30814.39,68,InStore,silver
16691,Bigender,81,69468.52,61,InStore,none
16692,Female,65,80076.37,46,InStore,none
16693,Female,45,65046.82,86,InStore,platinum
16694,Genderqueer,53,66619.48,67,BOPS,silver
16695,Female,61,35898.73,67,InStore,none
16696,Agender,44,72703.5,74,InStore,silver
16697,Male,65,73656.79,77,InStore,silver
16698,Male,76,60269.99,45,InStore,none
16699,Male,39,62980.43,85,Online,gold
16700,Male,37,21083.03,93,InStore,none
16701,Male,25,42799.92,83,BOPS,silver
16702,Female,52,59006.47,61,Online,none
16703,Male,32,53785.94,39,InStore,none
16704,Female,66,30525.37,40,InStore,silver
16705,Female,37,54176.66,51,Online,platinum
16706,Male,42,41710.03,47,InStore,silver
16707,Female,30,60870.44,65,Online,platinum
16708,Female,26,39105.35,41,Online,none
16709,Male,60,25335.08,47,InStore,none
16710,Male,76,57676.55,74,InStore,silver
16711,Male,52,38621.41,58,InStore,gold
16712,Female,36,107030.16,76,InStore,none
16713,Female,21,20601.61,52,InStore,none
16714,Genderfluid,78,61946.7,90,Online,silver
16715,Male,25,67239.07,40,InStore,none
16716,Non-binary,75,32015.76,45,InStore,gold
16717,Male,73,121381.23,44,BOPS,none
16718,Male,34,51324.63,79,Online,silver
16719,Female,69,66920.65,43,Online,none
16720,Female,24,80630.02,81,InStore,silver
16721,Female,34,64233.67,84,Online,none
16722,Female,71,54977.38,89,InStore,silver
16723,Male,53,70051.11,58,InStore,none
16724,Female,37,100899.53,74,InStore,none
16725,Female,80,44987.62,59,InStore,gold
16726,Male,73,61479.67,45,InStore,none
16727,Male,38,29005.33,57,InStore,none
16728,Male,75,8881.01,70,InStore,gold
16729,Female,48,87595.65,56,InStore,silver
16730,Male,49,31793.16,72,Online,gold
16731,Male,73,37613.83,47,BOPS,silver
16732,Female,30,103339.57,61,InStore,none
16733,Male,69,55813.35,45,InStore,platinum
16734,Genderqueer,30,43489.12,83,InStore,gold
16735,Female,44,33556.56,48,InStore,silver
16736,Male,52,34390.83,48,InStore,none
16737,Male,72,38809.28,46,Online,none
16738,Male,60,82709.16,90,Online,none
16739,Male,78,56861.67,93,InStore,none
16740,Male,24,122197.79,73,InStore,none
16741,Male,79,55663.68,59,Online,none
16742,Female,18,35156.81,46,Online,gold
16743,Male,22,12970.49,58,InStore,none
16744,Male,69,64682.07,85,Online,none
16745,Male,66,58615.22,62,Online,none
16746,Male,29,51688.57,49,Online,silver
16747,Female,82,80906.54,84,InStore,platinum
16748,Female,61,31114.35,50,Online,gold
16749,Male,81,43483.26,43,InStore,gold
16750,Male,48,96192.05,88,InStore,none
16751,Male,35,78238,39,InStore,silver
16752,Female,65,33661.78,71,InStore,none
16753,Female,44,91263.79,55,InStore,silver
16754,Male,82,72701.39,73,BOPS,none
16755,Female,81,62797.93,63,InStore,none
16756,Male,69,39445.08,64,InStore,none
16757,Male,40,58999.45,94,Online,none
16758,Female,20,57436.02,66,InStore,none
16759,Male,47,47031.89,71,InStore,silver
16760,Female,80,68898.61,77,InStore,none
16761,Male,76,7226.35,49,Online,gold
16762,Male,56,21799.26,85,InStore,none
16763,Male,61,30819.77,62,BOPS,silver
16764,Female,31,55665.78,45,InStore,none
16765,Male,83,55539.4,50,Online,none
16766,Female,72,63288.74,63,Online,none
16767,Female,50,72981.56,87,BOPS,silver
16768,Female,43,64686.95,68,Online,none
16769,Female,83,88993.45,62,InStore,silver
16770,Male,59,47608.65,81,Online,none
16771,Female,63,68987.6,36,Online,none
16772,Male,33,46401.93,81,InStore,gold
16773,Female,23,80068.12,62,InStore,gold
16774,Male,52,52850.94,81,InStore,gold
16775,Female,27,78097.06,92,InStore,silver
16776,Male,21,41828.76,46,InStore,silver
16777,Female,48,67783.09,39,Online,none
16778,Female,42,71850.3,44,InStore,gold
16779,Female,66,46831.32,79,Online,silver
16780,Non-binary,64,23439.35,59,InStore,none
16781,Female,41,54633.49,63,InStore,silver
16782,Male,74,53141.96,82,InStore,none
16783,Female,63,59374.37,43,InStore,none
16784,Polygender,76,86462.63,51,Online,platinum
16785,Genderfluid,23,55109.94,62,InStore,gold
16786,Male,23,45929.24,57,InStore,none
16787,Non-binary,52,41585.24,85,InStore,none
16788,Male,68,47412.21,57,InStore,none
16789,Male,38,54264.29,65,InStore,none
16790,Female,82,27924.23,84,Online,none
16791,Female,27,92252.96,61,Online,silver
16792,Male,80,46839.25,35,InStore,silver
16793,Genderfluid,72,53334.72,68,InStore,none
16794,Female,64,59610.72,80,InStore,silver
16795,Male,28,68264.5,81,Online,none
16796,Female,41,69598.41,68,InStore,none
16797,Male,81,73433.29,50,InStore,gold
16798,Agender,31,29189.05,62,Online,none
16799,Genderqueer,25,91661.51,88,InStore,silver
16800,Male,28,63598.11,39,Online,none
16801,Female,28,-396.38,70,Online,none
16802,Female,82,40162.36,41,InStore,platinum
16803,Female,38,55456.63,65,InStore,none
16804,Male,67,28457.2,76,Online,platinum
16805,Male,42,23708.28,74,InStore,silver
16806,Male,41,52990.25,77,InStore,silver
16807,Female,34,63461,93,InStore,none
16808,Male,27,45987.95,54,InStore,none
16809,Female,34,73019.66,48,InStore,silver
16810,Female,46,22568.2,66,Online,none
16811,Female,54,25199.99,52,InStore,none
16812,Male,48,76846.31,38,Online,none
16813,Bigender,61,16873.15,63,InStore,none
16814,Male,74,60893.14,91,Online,none
16815,Female,19,-9516.51,79,InStore,none
16816,Male,40,91912.65,49,Online,none
16817,Female,82,84285.46,78,InStore,none
16818,Female,57,75621.3,74,InStore,none
16819,Female,67,73856.37,67,InStore,none
16820,Female,28,61175.31,38,BOPS,none
16821,Female,58,56586.81,49,Online,none
16822,Female,79,96633.44,76,InStore,none
16823,Female,35,40429.78,36,InStore,none
16824,Female,77,68425.83,52,InStore,silver
16825,Female,30,60961.52,93,InStore,silver
16826,Male,46,42723.01,58,Online,platinum
16827,Male,68,93964.09,85,Online,none
16828,Male,48,36463.91,64,InStore,gold
16829,Male,46,18149.33,86,InStore,gold
16830,Female,18,74871.55,59,InStore,silver
16831,Male,81,61308.67,75,InStore,silver
16832,Female,20,63236.03,54,Online,none
16833,Male,43,61451.28,68,InStore,none
16834,Female,62,72091.53,79,Online,none
16835,Male,70,93402.91,56,Online,none
16836,Male,59,47089.35,69,Online,none
16837,Male,57,18949.4,46,InStore,silver
16838,Female,60,49173.58,69,InStore,none
16839,Female,18,72309.96,71,Online,none
16840,Agender,52,62201.92,65,InStore,gold
16841,Male,44,14639.03,45,InStore,silver
16842,Female,57,9566.49,57,InStore,silver
16843,Genderqueer,69,5315.73,46,InStore,none
16844,Female,56,70670.94,42,Online,none
16845,Female,62,61348.03,94,Online,silver
16846,Female,77,61098.69,47,InStore,none
16847,Male,44,40894.61,93,InStore,gold
16848,Male,43,49605.05,59,InStore,silver
16849,Female,83,18285.58,41,InStore,none
16850,Male,47,57170,64,Online,silver
16851,Female,33,74831.51,39,Online,silver
16852,Male,64,25846.91,36,Online,silver
16853,Male,54,82733.81,79,InStore,platinum
16854,Female,59,69285.92,40,Online,silver
16855,Male,60,35441.85,39,Online,none
16856,Male,43,30187.18,70,Online,none
16857,Female,19,77140.34,38,Online,none
16858,Male,48,41741.01,43,Online,silver
16859,Female,48,44194.77,71,Online,platinum
16860,Female,38,37871.33,90,InStore,platinum
16861,Male,59,105271.29,66,InStore,platinum
16862,Polygender,25,28301.43,62,Online,none
16863,Male,58,34880.78,57,InStore,gold
16864,Male,83,78296.41,94,Online,silver
16865,Female,52,40605.09,59,Online,none
16866,Male,66,42941.17,47,Online,silver
16867,Female,26,39732.69,62,InStore,none
16868,Male,31,45300.87,51,InStore,none
16869,Female,33,-14515.15,40,Online,none
16870,Female,33,41038.46,35,InStore,none
16871,Female,36,-4165.42,40,Online,silver
16872,Male,63,84533.7,93,InStore,none
16873,Male,25,66451.75,43,Online,none
16874,Male,83,149183.09,37,BOPS,none
16875,Female,74,111229.67,89,InStore,gold
16876,Male,32,22829.89,48,Online,silver
16877,Genderfluid,52,86402.78,75,InStore,silver
16878,Female,20,46689.66,50,Online,gold
16879,Female,81,28715.24,37,Online,silver
16880,Female,36,24048.04,92,Online,none
16881,Male,78,67821.54,74,Online,none
16882,Female,82,42509.85,59,InStore,silver
16883,Male,24,78793.35,51,Online,none
16884,Female,54,49936.08,53,InStore,none
16885,Female,66,67881.62,77,InStore,platinum
16886,Female,63,61240.81,38,InStore,none
16887,Female,29,45813.35,92,InStore,silver
16888,Female,39,14864.85,63,Online,none
16889,Non-binary,80,52894.51,68,Online,none
16890,Female,22,38190.26,88,InStore,silver
16891,Male,36,73021.38,43,InStore,none
16892,Female,24,59446.12,82,InStore,silver
16893,Male,24,99949.48,93,InStore,silver
16894,Female,37,35087.94,39,Online,none
16895,Female,18,59227.72,57,BOPS,none
16896,Female,61,112168,38,BOPS,none
16897,Male,70,69643.21,55,Online,silver
16898,Female,29,43224.16,90,InStore,none
16899,Male,23,84775.42,39,InStore,none
16900,Female,43,38792.5,62,InStore,none
16901,Male,76,11798.07,89,Online,none
16902,Genderfluid,62,59482.08,54,Online,none
16903,Male,76,31038.92,45,Online,gold
16904,Male,57,20178.91,49,InStore,none
16905,Female,73,74549.8,79,Online,none
16906,Genderqueer,33,82756.55,74,InStore,none
16907,Male,71,73058.2,68,InStore,none
16908,Agender,60,34608.72,60,InStore,none
16909,Female,82,67715.22,37,InStore,none
16910,Female,44,64271.45,58,Online,silver
16911,Female,39,-5637.08,59,InStore,silver
16912,Genderqueer,62,63863.28,92,InStore,none
16913,Male,58,68564.81,71,InStore,gold
16914,Non-binary,79,71457.82,85,InStore,none
16915,Male,22,49584.84,61,InStore,none
16916,Male,23,130692.59,55,Online,silver
16917,Female,77,56857.92,92,Online,gold
16918,Male,60,64785.13,66,InStore,none
16919,Male,82,20654.29,48,InStore,none
16920,Male,34,16846.65,87,InStore,silver
16921,Male,46,78784.33,42,InStore,none
16922,Female,77,78720.26,67,InStore,platinum
16923,Female,48,50833.35,64,InStore,silver
16924,Female,40,23454.21,83,Online,silver
16925,Bigender,35,76248.96,92,InStore,none
16926,Genderqueer,54,51453.67,60,InStore,none
16927,Male,40,72481.66,93,InStore,none
16928,Female,75,53437.79,67,InStore,gold
16929,Male,71,-2005.43,42,InStore,silver
16930,Male,19,96372.97,47,InStore,silver
16931,Female,24,68836.25,57,Online,none
16932,Female,80,30391.69,68,InStore,silver
16933,Non-binary,35,50075.18,53,InStore,none
16934,Male,74,26702.76,56,InStore,none
16935,Male,48,66073.32,37,Online,silver
16936,Female,31,54389.85,91,InStore,none
16937,Male,73,51602.4,92,InStore,gold
16938,Female,32,76724.18,50,InStore,platinum
16939,Female,46,26976.09,63,InStore,none
16940,Male,49,29352.9,50,Online,none
16941,Female,39,28532.45,68,Online,platinum
16942,Male,62,30012.03,79,InStore,none
16943,Female,20,55610.18,73,Online,silver
16944,Female,75,119191.11,65,Online,gold
16945,Female,48,54380.74,42,Online,silver
16946,Female,34,67668.28,61,Online,none
16947,Female,83,41449.41,88,InStore,silver
16948,Male,36,65880.26,80,InStore,silver
16949,Male,67,81717.97,46,InStore,silver
16950,Male,53,11224.11,85,InStore,silver
16951,Female,49,63659.75,57,Online,none
16952,Female,69,617.78,47,InStore,none
16953,Male,33,59482.81,88,InStore,none
16954,Female,68,75772.49,94,InStore,silver
16955,Male,18,22571.19,41,InStore,silver
16956,Female,79,55913.42,71,InStore,none
16957,Female,37,23895.66,46,Online,none
16958,Male,18,103922.44,38,InStore,platinum
16959,Bigender,78,67343.34,92,Online,none
16960,Non-binary,35,52261.45,70,BOPS,silver
16961,Male,71,39371.5,82,InStore,none
16962,Female,83,56012.99,80,InStore,platinum
16963,Female,50,36809.74,47,InStore,gold
16964,Male,65,46440,93,InStore,none
16965,Female,29,38847.15,49,Online,none
16966,Male,53,64575.07,52,InStore,none
16967,Female,78,55039.33,53,BOPS,gold
16968,Female,60,16137.98,93,Online,silver
16969,Female,60,65295.03,91,Online,silver
16970,Female,38,50413.93,39,InStore,none
16971,Female,47,58709.84,38,InStore,silver
16972,Female,39,60640.28,79,InStore,none
16973,Female,46,26292.79,56,Online,gold
16974,Female,43,101331.37,39,InStore,silver
16975,Male,42,93025.57,85,InStore,none
16976,Female,65,91660.32,94,InStore,none
16977,Genderqueer,80,51623.79,45,InStore,silver
16978,Male,41,37673.35,36,InStore,silver
16979,Male,76,30056.12,37,InStore,none
16980,Male,65,25129.14,38,InStore,none
16981,Genderqueer,51,72680.65,35,Online,none
16982,Female,41,38961.32,89,InStore,gold
16983,Male,65,70918.6,53,InStore,none
16984,Female,21,41915.28,87,InStore,silver
16985,Male,76,55452.58,64,Online,silver
16986,Female,70,31637.93,54,InStore,gold
16987,Male,53,28398.16,52,InStore,none
16988,Male,31,36139.23,68,Online,silver
16989,Male,26,89431.89,49,InStore,none
16990,Female,52,66589.61,79,InStore,none
16991,Female,48,66012.71,67,Online,gold
16992,Male,83,39279.01,68,Online,none
16993,Male,18,57010.17,60,InStore,none
16994,Female,29,35275.59,76,Online,none
16995,Non-binary,59,17760.16,44,Online,gold
16996,Female,56,78184.11,77,InStore,none
16997,Male,70,71079.05,90,Online,none
16998,Female,67,82743,82,BOPS,none
16999,Female,46,79151.48,72,InStore,none
17000,Genderfluid,61,42089.07,81,InStore,none
17001,Male,64,90684.74,54,Online,silver
17002,Male,25,45660.61,49,Online,silver
17003,Female,57,38363.17,66,Online,gold
17004,Female,26,53572.51,79,InStore,silver
17005,Agender,22,94816.5,85,Online,none
17006,Male,20,29496.02,52,Online,silver
17007,Male,62,91051.3,88,BOPS,none
17008,Male,34,80254.7,67,Online,gold
17009,Female,21,33808.58,54,BOPS,none
17010,Genderqueer,30,62819.36,93,InStore,none
17011,Male,82,87914.76,44,Online,none
17012,Female,66,43288.2,87,InStore,platinum
17013,Female,74,98134.01,69,InStore,none
17014,Male,21,69958.61,45,InStore,none
17015,Male,28,102664.24,59,InStore,silver
17016,Genderqueer,71,41610.58,51,Online,silver
17017,Female,41,71046.54,69,InStore,none
17018,Male,21,73233.35,59,BOPS,none
17019,Male,38,5394.6,40,InStore,platinum
17020,Female,83,64075,91,InStore,none
17021,Male,67,121959.82,41,InStore,silver
17022,Female,61,44040.36,70,InStore,silver
17023,Female,22,44116.77,74,BOPS,none
17024,Female,46,29296.25,75,InStore,silver
17025,Male,69,50090.68,74,InStore,none
17026,Male,46,74979.55,68,Online,silver
17027,Female,51,56377.59,45,InStore,none
17028,Female,41,53519.93,58,InStore,silver
17029,Male,41,63486.33,85,Online,gold
17030,Female,49,96341.9,53,Online,none
17031,Female,27,27931.19,76,InStore,none
17032,Female,80,68532.41,82,InStore,silver
17033,Male,24,37752.13,82,InStore,silver
17034,Male,33,1734.44,44,Online,none
17035,Female,58,46614.35,84,BOPS,gold
17036,Male,81,75926.14,93,InStore,silver
17037,Male,32,45306.15,72,InStore,none
17038,Female,23,44330.76,82,Online,none
17039,Female,65,46510.43,52,Online,gold
17040,Male,50,102168.16,47,InStore,none
17041,Female,45,78939.26,43,Online,silver
17042,Female,82,57188.39,75,Online,gold
17043,Female,64,33129.79,65,InStore,none
17044,Male,63,71044.57,42,InStore,platinum
17045,Male,30,13115.1,57,InStore,gold
17046,Male,54,56882.73,47,Online,gold
17047,Male,24,35351.07,40,Online,silver
17048,Male,33,9037.77,53,InStore,none
17049,Male,77,74086.84,74,InStore,none
17050,Agender,78,84129.65,84,Online,none
17051,Female,73,82153.65,72,InStore,none
17052,Male,81,37896.47,73,Online,none
17053,Female,83,21202.94,48,Online,none
17054,Female,58,64577.43,93,Online,silver
17055,Female,21,63964.17,58,Online,none
17056,Female,31,63221.88,41,InStore,silver
17057,Male,28,102358.03,42,Online,silver
17058,Male,42,86821.89,37,Online,none
17059,Female,23,35428.34,87,Online,none
17060,Female,23,34649.21,86,InStore,gold
17061,Genderqueer,33,71837.18,88,InStore,none
17062,Male,57,62055.37,76,InStore,none
17063,Female,69,71795.46,85,BOPS,none
17064,Male,58,66153.96,61,Online,none
17065,Female,75,89739.86,45,Online,none
17066,Polygender,55,47767.41,59,InStore,none
17067,Female,44,44843.09,52,InStore,silver
17068,Female,66,74167.88,49,InStore,none
17069,Female,70,48015.08,90,Online,silver
17070,Bigender,25,41175.53,63,InStore,none
17071,Female,18,55196.74,51,InStore,none
17072,Male,41,54572.4,35,InStore,silver
17073,Male,29,11720.4,65,InStore,platinum
17074,Female,80,36303.11,88,Online,silver
17075,Female,48,69432.92,82,InStore,silver
17076,Female,65,55144.81,54,InStore,none
17077,Male,50,97236.93,86,InStore,none
17078,Male,74,73893.45,79,Online,none
17079,Female,35,76449.96,37,BOPS,none
17080,Male,77,73970.77,89,BOPS,silver
17081,Male,37,70821.54,49,Online,none
17082,Male,65,56981.92,44,InStore,silver
17083,Male,67,26605.03,90,InStore,none
17084,Polygender,60,94734.67,46,InStore,silver
17085,Female,19,54238.28,78,InStore,none
17086,Male,25,66932.52,85,Online,none
17087,Female,38,58539.11,60,BOPS,platinum
17088,Male,79,90388.91,90,InStore,silver
17089,Female,83,58691.95,89,Online,none
17090,Female,44,86018.62,59,InStore,none
17091,Male,27,43313.5,71,InStore,none
17092,Female,44,40796.43,44,Online,none
17093,Female,51,70235.83,46,InStore,silver
17094,Male,64,25816.84,68,Online,none
17095,Male,49,86922.66,81,InStore,none
17096,Female,28,98562.52,45,InStore,none
17097,Female,42,43001.79,41,Online,none
17098,Male,38,86390.49,66,InStore,none
17099,Female,64,82424.7,82,InStore,gold
17100,Female,38,13890.23,73,Online,silver
17101,Male,54,13930.21,74,BOPS,none
17102,Bigender,61,34698.65,44,InStore,none
17103,Non-binary,39,36461.7,87,InStore,silver
17104,Female,81,37460.21,48,InStore,none
17105,Genderqueer,32,61119,76,Online,none
17106,Male,64,64986.08,54,InStore,none
